Filepath,Filename,MassIVE,Taxaname_file,Taxa_NCBI,ReDU_Availability,Blank,QC,file_usi
MSV000079243/ccms_peak/__Data_mzXML/C18p_CPP3_5ul_RC5_01_7640.mzXML,MSV000079243/C18p_CPP3_5ul_RC5_01_7640.mzXML,MSV000079243,Solanum tuberosum,4113,No,No,No,mzspec:MSV000079243:C18p_CPP3_5ul_RC5_01_7640
MSV000079243/ccms_peak/__Data_mzXML/C18p_CRM1_5ul_RA1_01_7606.mzXML,MSV000079243/C18p_CRM1_5ul_RA1_01_7606.mzXML,MSV000079243,Solanum tuberosum,4113,No,No,No,mzspec:MSV000079243:C18p_CRM1_5ul_RA1_01_7606
MSV000079243/ccms_peak/__Data_mzXML/C18p_CRM2_5ul_RA2_01_7607.mzXML,MSV000079243/C18p_CRM2_5ul_RA2_01_7607.mzXML,MSV000079243,Solanum tuberosum,4113,No,No,No,mzspec:MSV000079243:C18p_CRM2_5ul_RA2_01_7607
MSV000079243/ccms_peak/__Data_mzXML/C18p_CRM3_5ul_RA3_01_7608.mzXML,MSV000079243/C18p_CRM3_5ul_RA3_01_7608.mzXML,MSV000079243,Solanum tuberosum,4113,No,No,No,mzspec:MSV000079243:C18p_CRM3_5ul_RA3_01_7608
MSV000079243/ccms_peak/__Data_mzXML/C18p_CRR1_5ul_RB2_01_7619.mzXML,MSV000079243/C18p_CRR1_5ul_RB2_01_7619.mzXML,MSV000079243,Solanum tuberosum,4113,No,No,No,mzspec:MSV000079243:C18p_CRR1_5ul_RB2_01_7619
MSV000079243/ccms_peak/__Data_mzXML/C18p_CRR2_5ul_RB3_01_7620.mzXML,MSV000079243/C18p_CRR2_5ul_RB3_01_7620.mzXML,MSV000079243,Solanum tuberosum,4113,No,No,No,mzspec:MSV000079243:C18p_CRR2_5ul_RB3_01_7620
MSV000079243/ccms_peak/__Data_mzXML/C18p_CRR3_5ul_RB4_01_7621.mzXML,MSV000079243/C18p_CRR3_5ul_RB4_01_7621.mzXML,MSV000079243,Solanum tuberosum,4113,No,No,No,mzspec:MSV000079243:C18p_CRR3_5ul_RB4_01_7621
MSV000079243/ccms_peak/__Data_mzXML/C18p_CWB1_5ul_BD8_01_7590.mzXML,MSV000079243/C18p_CWB1_5ul_BD8_01_7590.mzXML,MSV000079243,Solanum tuberosum,4113,No,No,No,mzspec:MSV000079243:C18p_CWB1_5ul_BD8_01_7590
MSV000079243/ccms_peak/__Data_mzXML/C18p_CWB2_5ul_BE1_01_7591.mzXML,MSV000079243/C18p_CWB2_5ul_BE1_01_7591.mzXML,MSV000079243,Solanum tuberosum,4113,No,No,No,mzspec:MSV000079243:C18p_CWB2_5ul_BE1_01_7591
MSV000079243/ccms_peak/__Data_mzXML/C18p_CWB3_5ul_BE2_01_7592.mzXML,MSV000079243/C18p_CWB3_5ul_BE2_01_7592.mzXML,MSV000079243,Solanum tuberosum,4113,No,No,No,mzspec:MSV000079243:C18p_CWB3_5ul_BE2_01_7592
MSV000079243/ccms_peak/__Data_mzXML/C18p_FPB1_5ul_RD1_01_7647.mzXML,MSV000079243/C18p_FPB1_5ul_RD1_01_7647.mzXML,MSV000079243,Solanum tuberosum,4113,No,No,No,mzspec:MSV000079243:C18p_FPB1_5ul_RD1_01_7647
MSV000079243/ccms_peak/__Data_mzXML/C18p_FPB2_5ul_RD2_01_7648.mzXML,MSV000079243/C18p_FPB2_5ul_RD2_01_7648.mzXML,MSV000079243,Solanum tuberosum,4113,No,No,No,mzspec:MSV000079243:C18p_FPB2_5ul_RD2_01_7648
MSV000079243/ccms_peak/__Data_mzXML/C18p_FPB3_5ul_RD3_01_7649.mzXML,MSV000079243/C18p_FPB3_5ul_RD3_01_7649.mzXML,MSV000079243,Solanum tuberosum,4113,No,No,No,mzspec:MSV000079243:C18p_FPB3_5ul_RD3_01_7649
MSV000079243/ccms_peak/__Data_mzXML/C18p_FPP1_5ul_RB8_01_7634.mzXML,MSV000079243/C18p_FPP1_5ul_RB8_01_7634.mzXML,MSV000079243,Solanum tuberosum,4113,No,No,No,mzspec:MSV000079243:C18p_FPP1_5ul_RB8_01_7634
MSV000079243/ccms_peak/__Data_mzXML/C18p_FPP2_5ul_RC1_01_7635.mzXML,MSV000079243/C18p_FPP2_5ul_RC1_01_7635.mzXML,MSV000079243,Solanum tuberosum,4113,No,No,No,mzspec:MSV000079243:C18p_FPP2_5ul_RC1_01_7635
MSV000079243/ccms_peak/__Data_mzXML/C18p_FPP3_5ul_RC2_01_7636.mzXML,MSV000079243/C18p_FPP3_5ul_RC2_01_7636.mzXML,MSV000079243,Solanum tuberosum,4113,No,No,No,mzspec:MSV000079243:C18p_FPP3_5ul_RC2_01_7636
MSV000079243/ccms_peak/__Data_mzXML/C18p_FRM1_5ul_BE6_01_7602.mzXML,MSV000079243/C18p_FRM1_5ul_BE6_01_7602.mzXML,MSV000079243,Solanum tuberosum,4113,No,No,No,mzspec:MSV000079243:C18p_FRM1_5ul_BE6_01_7602
MSV000079243/ccms_peak/__Data_mzXML/C18p_FRM2_5ul_BE7_01_7603.mzXML,MSV000079243/C18p_FRM2_5ul_BE7_01_7603.mzXML,MSV000079243,Solanum tuberosum,4113,No,No,No,mzspec:MSV000079243:C18p_FRM2_5ul_BE7_01_7603
MSV000079243/ccms_peak/__Data_mzXML/C18p_FRM3_5ul_BE8_01_7604.mzXML,MSV000079243/C18p_FRM3_5ul_BE8_01_7604.mzXML,MSV000079243,Solanum tuberosum,4113,No,No,No,mzspec:MSV000079243:C18p_FRM3_5ul_BE8_01_7604
MSV000079243/ccms_peak/__Data_mzXML/C18p_FRR1_5ul_RA7_01_7615.mzXML,MSV000079243/C18p_FRR1_5ul_RA7_01_7615.mzXML,MSV000079243,Solanum tuberosum,4113,No,No,No,mzspec:MSV000079243:C18p_FRR1_5ul_RA7_01_7615
MSV000079243/ccms_peak/__Data_mzXML/C18p_FRR2_5ul_RA8_01_7616.mzXML,MSV000079243/C18p_FRR2_5ul_RA8_01_7616.mzXML,MSV000079243,Solanum tuberosum,4113,No,No,No,mzspec:MSV000079243:C18p_FRR2_5ul_RA8_01_7616
MSV000079243/ccms_peak/__Data_mzXML/C18p_FRR3_5ul_RB1_01_7617.mzXML,MSV000079243/C18p_FRR3_5ul_RB1_01_7617.mzXML,MSV000079243,Solanum tuberosum,4113,No,No,No,mzspec:MSV000079243:C18p_FRR3_5ul_RB1_01_7617
MSV000079243/ccms_peak/__Data_mzXML/C18p_FWA1_5ul_BC4_01_7573.mzXML,MSV000079243/C18p_FWA1_5ul_BC4_01_7573.mzXML,MSV000079243,Solanum tuberosum,4113,No,No,No,mzspec:MSV000079243:C18p_FWA1_5ul_BC4_01_7573
MSV000079243/ccms_peak/__Data_mzXML/C18p_FWA2_5ul_BC5_01_7574.mzXML,MSV000079243/C18p_FWA2_5ul_BC5_01_7574.mzXML,MSV000079243,Solanum tuberosum,4113,No,No,No,mzspec:MSV000079243:C18p_FWA2_5ul_BC5_01_7574
MSV000079243/ccms_peak/__Data_mzXML/C18p_FWA3_5ul_BC6_01_7575.mzXML,MSV000079243/C18p_FWA3_5ul_BC6_01_7575.mzXML,MSV000079243,Solanum tuberosum,4113,No,No,No,mzspec:MSV000079243:C18p_FWA3_5ul_BC6_01_7575
MSV000079243/ccms_peak/__Data_mzXML/C18p_FWB1_5ul_BD5_01_7586.mzXML,MSV000079243/C18p_FWB1_5ul_BD5_01_7586.mzXML,MSV000079243,Solanum tuberosum,4113,No,No,No,mzspec:MSV000079243:C18p_FWB1_5ul_BD5_01_7586
MSV000079243/ccms_peak/__Data_mzXML/C18p_FWB2_5ul_BD6_01_7587.mzXML,MSV000079243/C18p_FWB2_5ul_BD6_01_7587.mzXML,MSV000079243,Solanum tuberosum,4113,No,No,No,mzspec:MSV000079243:C18p_FWB2_5ul_BD6_01_7587
MSV000079243/ccms_peak/__Data_mzXML/C18p_FWB3_5ul_BD7_01_7588.mzXML,MSV000079243/C18p_FWB3_5ul_BD7_01_7588.mzXML,MSV000079243,Solanum tuberosum,4113,No,No,No,mzspec:MSV000079243:C18p_FWB3_5ul_BD7_01_7588
MSV000079243/ccms_peak/__Data_mzXML/C18p_MPB1_5ul_BB5_01_7564.mzXML,MSV000079243/C18p_MPB1_5ul_BB5_01_7564.mzXML,MSV000079243,Solanum tuberosum,4113,No,No,No,mzspec:MSV000079243:C18p_MPB1_5ul_BB5_01_7564
MSV000079243/ccms_peak/__Data_mzXML/C18p_MPB2_5ul_BB6_01_7565.mzXML,MSV000079243/C18p_MPB2_5ul_BB6_01_7565.mzXML,MSV000079243,Solanum tuberosum,4113,No,No,No,mzspec:MSV000079243:C18p_MPB2_5ul_BB6_01_7565
MSV000079243/ccms_peak/__Data_mzXML/C18p_MPB3_5ul_BB7_01_7566.mzXML,MSV000079243/C18p_MPB3_5ul_BB7_01_7566.mzXML,MSV000079243,Solanum tuberosum,4113,No,No,No,mzspec:MSV000079243:C18p_MPB3_5ul_BB7_01_7566
MSV000079243/ccms_peak/__Data_mzXML/C18p_MRM1_5ul_GD1_01_7522.mzXML,MSV000079243/C18p_MRM1_5ul_GD1_01_7522.mzXML,MSV000079243,Solanum tuberosum,4113,No,No,No,mzspec:MSV000079243:C18p_MRM1_5ul_GD1_01_7522
MSV000079243/ccms_peak/__Data_mzXML/C18p_MRM2_5ul_GD2_01_7523.mzXML,MSV000079243/C18p_MRM2_5ul_GD2_01_7523.mzXML,MSV000079243,Solanum tuberosum,4113,No,No,No,mzspec:MSV000079243:C18p_MRM2_5ul_GD2_01_7523
MSV000079243/ccms_peak/__Data_mzXML/C18p_MRM3_5ul_GD3_01_7524.mzXML,MSV000079243/C18p_MRM3_5ul_GD3_01_7524.mzXML,MSV000079243,Solanum tuberosum,4113,No,No,No,mzspec:MSV000079243:C18p_MRM3_5ul_GD3_01_7524
MSV000079243/ccms_peak/__Data_mzXML/C18p_MRR1_5ul_GE2_01_7535.mzXML,MSV000079243/C18p_MRR1_5ul_GE2_01_7535.mzXML,MSV000079243,Solanum tuberosum,4113,No,No,No,mzspec:MSV000079243:C18p_MRR1_5ul_GE2_01_7535
MSV000079243/ccms_peak/__Data_mzXML/C18p_MRR2_5ul_GE3_01_7536.mzXML,MSV000079243/C18p_MRR2_5ul_GE3_01_7536.mzXML,MSV000079243,Solanum tuberosum,4113,No,No,No,mzspec:MSV000079243:C18p_MRR2_5ul_GE3_01_7536
MSV000079243/ccms_peak/__Data_mzXML/C18p_MRR3_5ul_GE4_01_7537.mzXML,MSV000079243/C18p_MRR3_5ul_GE4_01_7537.mzXML,MSV000079243,Solanum tuberosum,4113,No,No,No,mzspec:MSV000079243:C18p_MRR3_5ul_GE4_01_7537
MSV000079243/ccms_peak/__Data_mzXML/C18p_MWA1_5ul_GA7_01_7493.mzXML,MSV000079243/C18p_MWA1_5ul_GA7_01_7493.mzXML,MSV000079243,Solanum tuberosum,4113,No,No,No,mzspec:MSV000079243:C18p_MWA1_5ul_GA7_01_7493
MSV000079243/ccms_peak/__Data_mzXML/C18p_MWA2_5ul_GA8_01_7494.mzXML,MSV000079243/C18p_MWA2_5ul_GA8_01_7494.mzXML,MSV000079243,Solanum tuberosum,4113,No,No,No,mzspec:MSV000079243:C18p_MWA2_5ul_GA8_01_7494
MSV000079243/ccms_peak/__Data_mzXML/C18p_MWA3_5ul_GB1_01_7495.mzXML,MSV000079243/C18p_MWA3_5ul_GB1_01_7495.mzXML,MSV000079243,Solanum tuberosum,4113,No,No,No,mzspec:MSV000079243:C18p_MWA3_5ul_GB1_01_7495
MSV000079243/ccms_peak/__Data_mzXML/C18p_MWB1_5ul_GB8_01_7506.mzXML,MSV000079243/C18p_MWB1_5ul_GB8_01_7506.mzXML,MSV000079243,Solanum tuberosum,4113,No,No,No,mzspec:MSV000079243:C18p_MWB1_5ul_GB8_01_7506
MSV000079243/ccms_peak/__Data_mzXML/C18p_MWB2_5ul_GC1_01_7507.mzXML,MSV000079243/C18p_MWB2_5ul_GC1_01_7507.mzXML,MSV000079243,Solanum tuberosum,4113,No,No,No,mzspec:MSV000079243:C18p_MWB2_5ul_GC1_01_7507
MSV000079243/ccms_peak/__Data_mzXML/C18p_MWB3_5ul_GC2_01_7508.mzXML,MSV000079243/C18p_MWB3_5ul_GC2_01_7508.mzXML,MSV000079243,Solanum tuberosum,4113,No,No,No,mzspec:MSV000079243:C18p_MWB3_5ul_GC2_01_7508
MSV000079243/ccms_peak/__Data_mzXML/C18p_RPB1_5ul_BA7_01_7556.mzXML,MSV000079243/C18p_RPB1_5ul_BA7_01_7556.mzXML,MSV000079243,Solanum tuberosum,4113,No,No,No,mzspec:MSV000079243:C18p_RPB1_5ul_BA7_01_7556
MSV000079243/ccms_peak/__Data_mzXML/C18p_RPB2_5ul_BA8_01_7557.mzXML,MSV000079243/C18p_RPB2_5ul_BA8_01_7557.mzXML,MSV000079243,Solanum tuberosum,4113,No,No,No,mzspec:MSV000079243:C18p_RPB2_5ul_BA8_01_7557
MSV000079243/ccms_peak/__Data_mzXML/C18p_RPB3_5ul_BB1_01_7558.mzXML,MSV000079243/C18p_RPB3_5ul_BB1_01_7558.mzXML,MSV000079243,Solanum tuberosum,4113,No,No,No,mzspec:MSV000079243:C18p_RPB3_5ul_BB1_01_7558
MSV000079243/ccms_peak/__Data_mzXML/C18p_RPP1_5ul_GE5_01_7543.mzXML,MSV000079243/C18p_RPP1_5ul_GE5_01_7543.mzXML,MSV000079243,Solanum tuberosum,4113,No,No,No,mzspec:MSV000079243:C18p_RPP1_5ul_GE5_01_7543
MSV000079243/ccms_peak/__Data_mzXML/C18p_RPP2_5ul_GE6_01_7544.mzXML,MSV000079243/C18p_RPP2_5ul_GE6_01_7544.mzXML,MSV000079243,Solanum tuberosum,4113,No,No,No,mzspec:MSV000079243:C18p_RPP2_5ul_GE6_01_7544
MSV000079243/ccms_peak/__Data_mzXML/C18p_RPP3_5ul_GE7_01_7545.mzXML,MSV000079243/C18p_RPP3_5ul_GE7_01_7545.mzXML,MSV000079243,Solanum tuberosum,4113,No,No,No,mzspec:MSV000079243:C18p_RPP3_5ul_GE7_01_7545
MSV000079243/ccms_peak/__Data_mzXML/C18p_RRM1_5ul_GC3_01_7511.mzXML,MSV000079243/C18p_RRM1_5ul_GC3_01_7511.mzXML,MSV000079243,Solanum tuberosum,4113,No,No,No,mzspec:MSV000079243:C18p_RRM1_5ul_GC3_01_7511
MSV000079243/ccms_peak/__Data_mzXML/C18p_RRM2_5ul_GC4_01_7515.mzXML,MSV000079243/C18p_RRM2_5ul_GC4_01_7515.mzXML,MSV000079243,Solanum tuberosum,4113,No,No,No,mzspec:MSV000079243:C18p_RRM2_5ul_GC4_01_7515
MSV000079243/ccms_peak/__Data_mzXML/C18p_RRM3_5ul_GC5_01_7516.mzXML,MSV000079243/C18p_RRM3_5ul_GC5_01_7516.mzXML,MSV000079243,Solanum tuberosum,4113,No,No,No,mzspec:MSV000079243:C18p_RRM3_5ul_GC5_01_7516
MSV000079243/ccms_peak/__Data_mzXML/C18p_RRR1_5ul_GD4_01_7527.mzXML,MSV000079243/C18p_RRR1_5ul_GD4_01_7527.mzXML,MSV000079243,Solanum tuberosum,4113,No,No,No,mzspec:MSV000079243:C18p_RRR1_5ul_GD4_01_7527
MSV000079243/ccms_peak/__Data_mzXML/C18p_RRR2_5ul_GD5_01_7528.mzXML,MSV000079243/C18p_RRR2_5ul_GD5_01_7528.mzXML,MSV000079243,Solanum tuberosum,4113,No,No,No,mzspec:MSV000079243:C18p_RRR2_5ul_GD5_01_7528
MSV000079243/ccms_peak/__Data_mzXML/C18p_RRR3_5ul_GD6_01_7529.mzXML,MSV000079243/C18p_RRR3_5ul_GD6_01_7529.mzXML,MSV000079243,Solanum tuberosum,4113,No,No,No,mzspec:MSV000079243:C18p_RRR3_5ul_GD6_01_7529
MSV000079243/ccms_peak/__Data_mzXML/C18p_RWA1_5ul_GA1_01_7485.mzXML,MSV000079243/C18p_RWA1_5ul_GA1_01_7485.mzXML,MSV000079243,Solanum tuberosum,4113,No,No,No,mzspec:MSV000079243:C18p_RWA1_5ul_GA1_01_7485
MSV000079243/ccms_peak/__Data_mzXML/C18p_RWA2_5ul_GA2_01_7486.mzXML,MSV000079243/C18p_RWA2_5ul_GA2_01_7486.mzXML,MSV000079243,Solanum tuberosum,4113,No,No,No,mzspec:MSV000079243:C18p_RWA2_5ul_GA2_01_7486
MSV000079243/ccms_peak/__Data_mzXML/C18p_RWA3_5ul_GA3_01_7487.mzXML,MSV000079243/C18p_RWA3_5ul_GA3_01_7487.mzXML,MSV000079243,Solanum tuberosum,4113,No,No,No,mzspec:MSV000079243:C18p_RWA3_5ul_GA3_01_7487
MSV000079243/ccms_peak/__Data_mzXML/C18p_RWB1_5ul_GB2_01_7498.mzXML,MSV000079243/C18p_RWB1_5ul_GB2_01_7498.mzXML,MSV000079243,Solanum tuberosum,4113,No,No,No,mzspec:MSV000079243:C18p_RWB1_5ul_GB2_01_7498
MSV000079243/ccms_peak/__Data_mzXML/C18p_RWB2_5ul_GB3_01_7499.mzXML,MSV000079243/C18p_RWB2_5ul_GB3_01_7499.mzXML,MSV000079243,Solanum tuberosum,4113,No,No,No,mzspec:MSV000079243:C18p_RWB2_5ul_GB3_01_7499
MSV000079243/ccms_peak/__Data_mzXML/C18p_RWB3_5ul_GB4_01_7500.mzXML,MSV000079243/C18p_RWB3_5ul_GB4_01_7500.mzXML,MSV000079243,Solanum tuberosum,4113,No,No,No,mzspec:MSV000079243:C18p_RWB3_5ul_GB4_01_7500
MSV000079243/ccms_peak/__Data_mzXML/C18p_SPB1_5ul_RC6_01_7643.mzXML,MSV000079243/C18p_SPB1_5ul_RC6_01_7643.mzXML,MSV000079243,Solanum tuberosum,4113,No,No,No,mzspec:MSV000079243:C18p_SPB1_5ul_RC6_01_7643
MSV000079243/ccms_peak/__Data_mzXML/C18p_SPB2_5ul_RC7_01_7644.mzXML,MSV000079243/C18p_SPB2_5ul_RC7_01_7644.mzXML,MSV000079243,Solanum tuberosum,4113,No,No,No,mzspec:MSV000079243:C18p_SPB2_5ul_RC7_01_7644
MSV000079243/ccms_peak/__Data_mzXML/C18p_SPB3_5ul_RC8_01_7645.mzXML,MSV000079243/C18p_SPB3_5ul_RC8_01_7645.mzXML,MSV000079243,Solanum tuberosum,4113,No,No,No,mzspec:MSV000079243:C18p_SPB3_5ul_RC8_01_7645
MSV000079243/ccms_peak/__Data_mzXML/C18p_SPP1_5ul_RB5_01_7630.mzXML,MSV000079243/C18p_SPP1_5ul_RB5_01_7630.mzXML,MSV000079243,Solanum tuberosum,4113,No,No,No,mzspec:MSV000079243:C18p_SPP1_5ul_RB5_01_7630
MSV000079243/ccms_peak/__Data_mzXML/C18p_SPP2_5ul_RB6_01_7631.mzXML,MSV000079243/C18p_SPP2_5ul_RB6_01_7631.mzXML,MSV000079243,Solanum tuberosum,4113,No,No,No,mzspec:MSV000079243:C18p_SPP2_5ul_RB6_01_7631
MSV000079243/ccms_peak/__Data_mzXML/C18p_SPP3_5ul_RB7_01_7632.mzXML,MSV000079243/C18p_SPP3_5ul_RB7_01_7632.mzXML,MSV000079243,Solanum tuberosum,4113,No,No,No,mzspec:MSV000079243:C18p_SPP3_5ul_RB7_01_7632
MSV000079243/ccms_peak/__Data_mzXML/C18p_SRM1_5ul_BE3_01_7598.mzXML,MSV000079243/C18p_SRM1_5ul_BE3_01_7598.mzXML,MSV000079243,Solanum tuberosum,4113,No,No,No,mzspec:MSV000079243:C18p_SRM1_5ul_BE3_01_7598
MSV000079243/ccms_peak/__Data_mzXML/C18p_SRM2_5ul_BE4_01_7599.mzXML,MSV000079243/C18p_SRM2_5ul_BE4_01_7599.mzXML,MSV000079243,Solanum tuberosum,4113,No,No,No,mzspec:MSV000079243:C18p_SRM2_5ul_BE4_01_7599
MSV000079243/ccms_peak/__Data_mzXML/C18p_SRM3_5ul_BE5_01_7600.mzXML,MSV000079243/C18p_SRM3_5ul_BE5_01_7600.mzXML,MSV000079243,Solanum tuberosum,4113,No,No,No,mzspec:MSV000079243:C18p_SRM3_5ul_BE5_01_7600
MSV000079243/ccms_peak/__Data_mzXML/C18p_SRR1_5ul_RA4_01_7611.mzXML,MSV000079243/C18p_SRR1_5ul_RA4_01_7611.mzXML,MSV000079243,Solanum tuberosum,4113,No,No,No,mzspec:MSV000079243:C18p_SRR1_5ul_RA4_01_7611
MSV000079243/ccms_peak/__Data_mzXML/C18p_SRR2_5ul_RA5_01_7612.mzXML,MSV000079243/C18p_SRR2_5ul_RA5_01_7612.mzXML,MSV000079243,Solanum tuberosum,4113,No,No,No,mzspec:MSV000079243:C18p_SRR2_5ul_RA5_01_7612
MSV000079243/ccms_peak/__Data_mzXML/C18p_SRR3_5ul_RA6_01_7613.mzXML,MSV000079243/C18p_SRR3_5ul_RA6_01_7613.mzXML,MSV000079243,Solanum tuberosum,4113,No,No,No,mzspec:MSV000079243:C18p_SRR3_5ul_RA6_01_7613
MSV000079243/ccms_peak/__Data_mzXML/C18p_SWB1_5ul_BD2_01_7582.mzXML,MSV000079243/C18p_SWB1_5ul_BD2_01_7582.mzXML,MSV000079243,Solanum tuberosum,4113,No,No,No,mzspec:MSV000079243:C18p_SWB1_5ul_BD2_01_7582
MSV000079243/ccms_peak/__Data_mzXML/C18p_SWB2_5ul_BD3_01_7583.mzXML,MSV000079243/C18p_SWB2_5ul_BD3_01_7583.mzXML,MSV000079243,Solanum tuberosum,4113,No,No,No,mzspec:MSV000079243:C18p_SWB2_5ul_BD3_01_7583
MSV000079243/ccms_peak/__Data_mzXML/C18p_SWB3_5ul_BD4_01_7584.mzXML,MSV000079243/C18p_SWB3_5ul_BD4_01_7584.mzXML,MSV000079243,Solanum tuberosum,4113,No,No,No,mzspec:MSV000079243:C18p_SWB3_5ul_BD4_01_7584
MSV000079384/peak/140221_LF_015_AcOEt_ASE.mzXML,MSV000079384/140221_LF_015_AcOEt_ASE.mzXML,MSV000079384,Euphorbia amygdaloides,38843,No,No,No,mzspec:MSV000079384:140221_LF_015_AcOEt_ASE
MSV000079384/peak/140221_LF_015_AcOEt_ASE-cpd-1.mzXML,MSV000079384/140221_LF_015_AcOEt_ASE-cpd-1.mzXML,MSV000079384,Euphorbia amygdaloides,38843,No,No,No,mzspec:MSV000079384:140221_LF_015_AcOEt_ASE-cpd-1
MSV000079384/peak/140221_LF_015_AcOEt_ASE-cpd-10.mzXML,MSV000079384/140221_LF_015_AcOEt_ASE-cpd-10.mzXML,MSV000079384,Euphorbia amygdaloides,38843,No,No,No,mzspec:MSV000079384:140221_LF_015_AcOEt_ASE-cpd-10
MSV000079384/peak/140221_LF_015_AcOEt_ASE-cpd-11.mzXML,MSV000079384/140221_LF_015_AcOEt_ASE-cpd-11.mzXML,MSV000079384,Euphorbia amygdaloides,38843,No,No,No,mzspec:MSV000079384:140221_LF_015_AcOEt_ASE-cpd-11
MSV000079384/peak/140221_LF_015_AcOEt_ASE-cpd-12.mzXML,MSV000079384/140221_LF_015_AcOEt_ASE-cpd-12.mzXML,MSV000079384,Euphorbia amygdaloides,38843,No,No,No,mzspec:MSV000079384:140221_LF_015_AcOEt_ASE-cpd-12
MSV000079384/peak/140221_LF_015_AcOEt_ASE-cpd-2.mzXML,MSV000079384/140221_LF_015_AcOEt_ASE-cpd-2.mzXML,MSV000079384,Euphorbia amygdaloides,38843,No,No,No,mzspec:MSV000079384:140221_LF_015_AcOEt_ASE-cpd-2
MSV000079384/peak/140221_LF_015_AcOEt_ASE-cpd-3.mzXML,MSV000079384/140221_LF_015_AcOEt_ASE-cpd-3.mzXML,MSV000079384,Euphorbia amygdaloides,38843,No,No,No,mzspec:MSV000079384:140221_LF_015_AcOEt_ASE-cpd-3
MSV000079384/peak/140221_LF_015_AcOEt_ASE-cpd-4.mzXML,MSV000079384/140221_LF_015_AcOEt_ASE-cpd-4.mzXML,MSV000079384,Euphorbia amygdaloides,38843,No,No,No,mzspec:MSV000079384:140221_LF_015_AcOEt_ASE-cpd-4
MSV000079384/peak/140221_LF_015_AcOEt_ASE-cpd-5.mzXML,MSV000079384/140221_LF_015_AcOEt_ASE-cpd-5.mzXML,MSV000079384,Euphorbia amygdaloides,38843,No,No,No,mzspec:MSV000079384:140221_LF_015_AcOEt_ASE-cpd-5
MSV000079384/peak/140221_LF_015_AcOEt_ASE-cpd-6.mzXML,MSV000079384/140221_LF_015_AcOEt_ASE-cpd-6.mzXML,MSV000079384,Euphorbia amygdaloides,38843,No,No,No,mzspec:MSV000079384:140221_LF_015_AcOEt_ASE-cpd-6
MSV000079384/peak/140221_LF_015_AcOEt_ASE-cpd-7.mzXML,MSV000079384/140221_LF_015_AcOEt_ASE-cpd-7.mzXML,MSV000079384,Euphorbia amygdaloides,38843,No,No,No,mzspec:MSV000079384:140221_LF_015_AcOEt_ASE-cpd-7
MSV000079384/peak/140221_LF_015_AcOEt_ASE-cpd-8.mzXML,MSV000079384/140221_LF_015_AcOEt_ASE-cpd-8.mzXML,MSV000079384,Euphorbia amygdaloides,38843,No,No,No,mzspec:MSV000079384:140221_LF_015_AcOEt_ASE-cpd-8
MSV000079384/peak/140221_LF_015_AcOEt_ASE-cpd-9.mzXML,MSV000079384/140221_LF_015_AcOEt_ASE-cpd-9.mzXML,MSV000079384,Euphorbia amygdaloides,38843,No,No,No,mzspec:MSV000079384:140221_LF_015_AcOEt_ASE-cpd-9
MSV000079433/ccms_peak/QC 1 6520_11112015_005.mzXML,MSV000079433/QC 1 6520_11112015_005.mzXML,MSV000079433,QC,QC,No,No,Yes,mzspec:MSV000079433:QC 1 6520_11112015_005
MSV000079447/ccms_peak/Pepper/Branch-2//-Green_RB4_01_11689.mzXML,MSV000079447/-Green_RB4_01_11689.mzXML,MSV000079447,Capsicum annuum,4072,No,No,No,mzspec:MSV000079447:-Green_RB4_01_11689
MSV000079447/ccms_peak/Pepper/Branch-2//-Green_RC2_01_11685.mzXML,MSV000079447/-Green_RC2_01_11685.mzXML,MSV000079447,Capsicum annuum,4072,No,No,No,mzspec:MSV000079447:-Green_RC2_01_11685
MSV000079447/ccms_peak/Pepper/Branch-2//-Green_RC3_01_11745.mzXML,MSV000079447/-Green_RC3_01_11745.mzXML,MSV000079447,Capsicum annuum,4072,No,No,No,mzspec:MSV000079447:-Green_RC3_01_11745
MSV000079447/ccms_peak/Pepper/Branch-2//-Green_RC4_01_11696.mzXML,MSV000079447/-Green_RC4_01_11696.mzXML,MSV000079447,Capsicum annuum,4072,No,No,No,mzspec:MSV000079447:-Green_RC4_01_11696
MSV000079447/ccms_peak/Pepper/Branch-2//-Green_RC5_01_11715.mzXML,MSV000079447/-Green_RC5_01_11715.mzXML,MSV000079447,Capsicum annuum,4072,No,No,No,mzspec:MSV000079447:-Green_RC5_01_11715
MSV000079447/ccms_peak/Pepper/Branch-2//-Green_RE4_01_11697.mzXML,MSV000079447/-Green_RE4_01_11697.mzXML,MSV000079447,Capsicum annuum,4072,No,No,No,mzspec:MSV000079447:-Green_RE4_01_11697
MSV000079447/ccms_peak/Bluewitch//-NewGrowth_RE6_01_11758.mzXML,MSV000079447/-NewGrowth_RE6_01_11758.mzXML,MSV000079447,Solanum umbelliferum,2746968,No,No,No,mzspec:MSV000079447:-NewGrowth_RE6_01_11758
MSV000079447/ccms_peak/Pepper/Branch-2//-Yellow_RA10_01_11722.mzXML,MSV000079447/-Yellow_RA10_01_11722.mzXML,MSV000079447,Capsicum annuum,4072,No,No,No,mzspec:MSV000079447:-Yellow_RA10_01_11722
MSV000079447/ccms_peak/Pepper/Branch-2//-Yellow_RA12_01_11686.mzXML,MSV000079447/-Yellow_RA12_01_11686.mzXML,MSV000079447,Capsicum annuum,4072,No,No,No,mzspec:MSV000079447:-Yellow_RA12_01_11686
